Time,Source IP,Destination IP,Protocol,Source Port,Destination Port,Length
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:21,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:21,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:21,192.168.1.68,35.186.224.26,UDP,57186,443,72
2025-07-27 00:09:22,192.168.1.68,20.44.10.123,TCP,63097,443,571
2025-07-27 00:09:22,192.168.1.68,35.186.224.26,UDP,57186,443,72
2025-07-27 00:09:22,192.168.1.68,35.186.224.26,UDP,49664,443,1292
2025-07-27 00:09:22,192.168.1.68,239.255.255.250,UDP,65217,1900,212
2025-07-27 00:09:22,192.168.1.68,35.186.224.26,UDP,49664,443,1292
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,35.186.224.26,192.168.1.68,UDP,443,57186,63
2025-07-27 00:09:22,192.168.1.68,35.186.224.26,UDP,57186,443,75
2025-07-27 00:09:22,192.168.1.68,35.186.224.26,UDP,57186,443,72
2025-07-27 00:09:22,20.44.10.123,192.168.1.68,TCP,443,63097,153
2025-07-27 00:09:22,192.168.1.68,20.44.10.123,TCP,63097,443,491
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,82
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,74
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,35.186.224.26,192.168.1.68,UDP,443,57186,67
2025-07-27 00:09:22,35.186.224.26,192.168.1.68,UDP,443,57186,69
2025-07-27 00:09:22,35.186.224.26,192.168.1.68,UDP,443,57186,73
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,192.168.1.68,35.186.224.26,UDP,49664,443,1292
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,192.168.1.68,162.159.141.124,TCP,62978,443,66
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
2025-07-27 00:09:22,162.159.141.124,192.168.1.68,TCP,443,62978,1466
